a,b,c,d,e,f,g,h,i
7.1911,-0.03418,1.9727,-1.958,-274.83,290.08,-23.36,307.23,2219.9
7.1918,-0.78613,2.3291,-1.5703,-308.87,263.85,42.744,307.23,2220.1
7.1925,-1.3672,2.5928,-1.2513,-317.26,215.83,97.416,307.23,2220.4
7.1932,-1.6455,2.5977,-0.97654,-315.29,148.01,159.05,307.22,2220.6
7.1939,-1.8604,2.3535,-0.52017,-309.86,74.748,227.14,307.21,2220.8
7.1946,-2.1484,1.9727,0.1325,-290.12,3.4651,282.81,307.2,2221
7.1953,-2.4854,1.5918,0.84404,-256.08,-60.887,308.65,307.2,2221.2
7.196,-2.6465,1.2842,1.3151,-202.3,-117.81,311.14,307.2,2221.4
7.1967,-2.5781,0.97656,1.5801,-134.21,-179.69,310.14,307.2,2221.6
7.1974,-2.2852,0.44922,1.8206,-59.702,-245.53,301.2,307.19,2221.9
7.1981,-1.8848,-0.24902,2.1199,9.8682,-296.52,279.33,307.18,2222.1
7.1988,-1.4795,-0.98145,2.4585,69.571,-316.81,240.56,307.18,2222.3
7.1995,-1.1377,-1.4502,2.5714,126.81,-314.83,183.9,307.17,2222.5
7.2002,-0.75684,-1.6846,2.4389,191.94,-310.87,111.83,307.16,2222.7
7.2009,-0.16113,-1.9189,2.1003,254.6,-300.48,37.774,307.16,2222.9
7.2016,0.56641,-2.251,1.7126,299.01,-276.22,-28.33,307.15,2223.1
7.2023,1.2598,-2.5928,1.374,313.31,-234.64,-85.488,307.15,2223.4
7.203,1.626,-2.6904,1.0992,310.85,-173.75,-145.63,307.14,2223.6
7.2037,1.8457,-2.5195,0.71155,306.9,-100.49,-211.73,307.14,2223.8
7.2044,2.1094,-2.1436,0.083423,294.07,-26.236,-271.37,307.13,2224
7.2051,2.4219,-1.7432,-0.61831,263.48,38.612,-308.65,307.13,2224.2
7.2058,2.666,-1.4111,-1.1925,214.14,96.529,-316.11,307.12,2224.4
7.2065,2.6562,-1.1377,-1.482,152.96,157.91,-313.62,307.11,2224.7
7.2072,2.4561,-0.70801,-1.7126,78.452,223.25,-308.65,307.1,2224.9
7.2079,2.0312,-0.029297,-1.9825,3.9473,278.7,-292.25,307.1,2225.1
7.2086,1.6211,0.70312,-2.3113,-56.742,310.87,-257.95,307.1,2225.3
7.2093,1.2793,1.2695,-2.5272,-112,314.34,-204.28,307.1,2225.5
7.21,0.95215,1.5479,-2.4781,-177.63,307.41,-138.17,307.09,2225.7
7.2107,0.42969,1.7822,-2.2083,-242.76,298.99,-65.11,307.09,2225.9
7.2114,-0.28809,2.0898,-1.8206,-291.11,282.66,6.9583,307.08,2226.2
7.2121,-1.0059,2.4463,-1.4673,-315.29,246.52,65.607,307.09,2226.4
7.2128,-1.5088,2.6562,-1.1728,-318.25,187.61,121.27,307.08,2226.6
7.2135,-1.7676,2.5684,-0.82932,-312.82,117.81,188.87,307.09,2226.8
7.2142,-2.0312,2.2412,-0.24536,-301.97,45.542,253.98,307.09,2227
7.2149,-2.334,1.8164,0.46619,-279.27,-25.741,296.22,307.08,2227.2
7.2156,-2.6172,1.4648,1.1041,-236.34,-85.143,311.14,307.08,2227.4
7.2163,-2.6855,1.1523,1.4967,-174.67,-141.58,311.63,307.08,2227.7
7.217,-2.5,0.74219,1.7323,-103.12,-207.91,308.15,307.08,2227.9
7.2177,-2.1143,0.1123,1.9874,-30.591,-270.28,292.25,307.08,2228.1
7.2184,-1.665,-0.625,2.2868,36.019,-308.89,265.41,307.08,2228.3
7.2191,-1.2891,-1.2402,2.5272,93.254,-316.81,219.68,307.08,2228.5
7.2198,-0.94238,-1.5918,2.5272,152.96,-313.35,154.08,307.09,2228.7
7.2205,-0.5127,-1.792,2.3064,219.07,-308.4,80.02,307.09,2229
7.2212,0.1709,-2.0654,1.9236,276.31,-291.57,9.4434,307.1,2229.2
7.2219,0.89844,-2.3779,1.5114,308.87,-261.37,-53.181,307.11,2229.4
7.2226,1.46,-2.6367,1.2072,313.31,-210.88,-109.34,307.12,2229.6
7.2233,1.748,-2.6221,0.90784,309.86,-143.56,-172.96,307.13,2229.8
7.224,1.9775,-2.373,0.43674,303.45,-69.798,-239.56,307.14,2230
7.2247,2.2803,-1.9629,-0.26499,282.72,2.4751,-290.26,307.15,2230.2
7.2254,2.5635,-1.5674,-0.93237,246.21,63.858,-314.12,307.17,2230.5
7.2261,2.7148,-1.2646,-1.3937,189.47,121.28,-315.11,307.18,2230.7
7.2268,2.6025,-0.9082,-1.6586,121.38,184.15,-313.12,307.2,2230.9
7.2275,2.2852,-0.36133,-1.904,46.38,249.49,-302.69,307.2,2231.1
7.2282,1.8213,0.39551,-2.1984,-22.697,296.52,-279.33,307.18,2231.3
7.2289,1.4209,1.0645,-2.4683,-80.426,313.35,-238.57,307.17,2231.5
7.2296,1.0889,1.4893,-2.5567,-138.65,310.38,-178.43,307.15,2231.7
7.2303,0.67871,1.7139,-2.38,-203.78,305.92,-107.85,307.14,2232
7.231,0.078125,1.9482,-2.0365,-264.96,294.54,-34.294,307.14,2232.2
7.2317,-0.67871,2.2656,-1.6145,-306.41,268.8,31.809,307.13,2232.4
7.2324,-1.2842,2.5342,-1.2759,-318.25,223.75,88.47,307.12,2232.6
7.2331,-1.6406,2.6172,-1.0011,-315.29,160.39,149.6,307.12,2232.8
7.2338,-1.8506,2.4121,-0.59377,-310.35,87.123,217.7,307.12,2233
7.2345,-2.124,2.0459,0.039258,-295.06,13.366,274.36,307.11,2233.3
7.2352,-2.4268,1.6211,0.75571,-263.48,-51.482,306.66,307.11,2233.5
7.2359,-2.6172,1.3135,1.2563,-211.67,-107.91,312.13,307.11,2233.7
7.2366,-2.5977,1.0156,1.5556,-145.56,-169.79,310.14,307.11,2233.9
7.2373,-2.334,0.53223,1.7862,-72.038,-236.62,303.18,307.11,2234.1
7.238,-1.9238,-0.16602,2.0807,-0.49341,-290.58,283.3,307.11,2234.3
7.2387,-1.499,-0.89844,2.3898,60.196,-315.33,249.01,307.11,2234.5
7.2394,-1.167,-1.3916,2.5469,116.94,-315.33,193.34,307.12,2234.8
7.2401,-0.80566,-1.665,2.4585,181.57,-311.37,124.26,307.12,2235
7.2408,-0.26367,-1.875,2.1543,245.22,-302.95,49.205,307.12,2235.2
7.2415,0.47852,-2.1924,1.7519,293.08,-281.67,-18.39,307.13,2235.4
7.2422,1.1768,-2.5146,1.374,313.81,-242.06,-75.547,307.14,2235.6
7.2429,1.5918,-2.6709,1.1188,312.33,-184.15,-134.2,307.14,2235.8
7.2436,1.8311,-2.5488,0.76062,306.9,-113.36,-203.28,307.14,2236
7.2443,2.0703,-2.2168,0.19629,297.03,-38.117,-263.42,307.13,2236.3
7.245,2.3926,-1.7969,-0.53489,271.37,31.186,-302.69,307.13,2236.5
7.2457,2.6221,-1.4404,-1.1188,223.02,86.628,-316.6,307.14,2236.7
7.2464,2.6709,-1.1768,-1.4476,161.34,145.04,-316.11,307.13,2236.9
7.2471,2.4854,-0.77148,-1.6783,91.774,213.85,-309.15,307.12,2237.1
7.2478,2.1143,-0.14648,-1.9384,16.776,273.25,-294.24,307.12,2237.3
7.2485,1.6602,0.62012,-2.2671,-49.834,305.92,-266.4,307.12,2237.6
7.2492,1.2988,1.2012,-2.4781,-104.11,313.35,-214.71,307.13,2237.8
7.2499,0.98145,1.5039,-2.4683,-164.3,310.38,-147.62,307.12,2238
7.2506,0.50781,1.7236,-2.2279,-231.41,302.46,-77.038,307.12,2238.2
7.2513,-0.15625,2.0117,-1.8647,-287.16,283.65,-5.9643,307.12,2238.4
7.252,-0.92285,2.3828,-1.4869,-314.3,253.45,57.157,307.12,2238.6
7.2527,-1.4307,2.5977,-1.1925,-316.27,199.49,114.31,307.13,2238.8
7.2534,-1.7139,2.5732,-0.89312,-314.3,129.7,176.44,307.15,2239.1
7.2541,-1.958,2.2949,-0.36804,-306.41,55.937,243.04,307.15,2239.3
7.2548,-2.2705,1.8994,0.32878,-283.22,-14.851,291.75,307.15,2239.5
7.2555,-2.5781,1.5039,1.0256,-244.24,-74.748,311.14,307.14,2239.7
7.2562,-2.666,1.1914,1.4329,-186.01,-133.16,311.14,307.13,2239.9
7.2569,-2.5439,0.8252,1.6881,-114.96,-197.51,308.65,307.12,2240.1
7.2576,-2.1973,0.24414,1.9384,-41.446,-260.88,296.72,307.12,2240.3
7.2583,-1.7578,-0.49316,2.2426,26.151,-304.93,271.37,307.12,2240.6
7.259,-1.333,-1.1816,2.5027,83.386,-316.81,228.63,307.12,2240.8
7.2597,-0.99609,-1.5479,2.5321,143.58,-313.84,166.01,307.13,2241
7.2604,-0.57129,-1.7627,2.3358,208.22,-309.88,91.949,307.14,2241.2
7.2611,0.053711,-2.0068,1.9776,267.43,-295.53,20.378,307.16,2241.4
7.2618,0.79102,-2.334,1.5752,305.91,-267.31,-42.744,307.17,2241.6
7.2625,1.4014,-2.6025,1.2366,313.81,-220.78,-99.404,307.18,2241.9
7.2632,1.7041,-2.627,0.96182,309.37,-155.93,-163.52,307.19,2242.1
7.2639,1.9385,-2.4121,0.51526,305.42,-81.183,-228.63,307.2,2242.3
7.2646,2.2168,-2.0264,-0.1374,288.64,-7.4253,-282.81,307.21,2242.5
7.2653,2.5195,-1.6113,-0.84404,252.62,53.957,-313.12,307.23,2242.7
7.266,2.6807,-1.2842,-1.3397,198.35,109.4,-316.6,307.26,2242.9
7.2667,2.6318,-0.98145,-1.6096,134.21,174.74,-312.63,307.27,2243.1
7.2674,2.3633,-0.46875,-1.8647,59.702,240.58,-304.18,307.28,2243.4
7.2681,1.9141,0.24414,-2.1445,-13.815,289.59,-285.29,307.28,2243.6
7.2688,1.4795,0.98145,-2.4438,-72.038,311.86,-247.02,307.28,2243.8
7.2695,1.123,1.4551,-2.5518,-127.3,312.85,-187.87,307.28,2244
7.2702,0.76172,1.6797,-2.4242,-193.42,307.41,-118.79,307.27,2244.2
7.2709,0.1709,1.9238,-2.0954,-257.56,295.53,-47.217,307.26,2244.4
7.2716,-0.54688,2.2314,-1.6979,-301.47,274.24,22.366,307.25,2244.6
7.2723,-1.2305,2.5391,-1.3397,-316.77,234.14,80.517,307.25,2244.9
7.273,-1.6162,2.6221,-1.0305,-315.78,171.28,139.17,307.24,2245.1
7.2737,-1.8311,2.4609,-0.65757,-311.83,99.004,205.27,307.24,2245.3
7.2744,-2.1045,2.0996,-0.034351,-298.51,25.741,266.4,307.24,2245.5
7.2751,-2.3975,1.6992,0.64775,-270.39,-41.087,304.18,307.24,2245.7
7.2758,-2.6172,1.3477,1.2219,-220.55,-98.509,312.63,307.24,2245.9
7.2765,-2.5928,1.0303,1.5311,-157.89,-159.89,310.14,307.24,2246.2
7.2772,-2.3828,0.60059,1.7666,-84.373,-226.22,304.67,307.25,2246.4
7.2779,-1.9873,-0.053711,2.0267,-11.842,-281.67,288.27,307.25,2246.6
7.2786,-1.5625,-0.77637,2.3309,51.808,-313.35,255.97,307.26,2246.8
7.2793,-1.2061,-1.3379,2.5321,106.58,-317.31,202.78,307.26,2247
7.28,-0.85449,-1.626,2.4683,170.23,-312.36,135.69,307.27,2247.2
7.2807,-0.35645,-1.8408,2.2132,236.34,-303.94,62.128,307.28,2247.4
7.2814,0.3418,-2.1387,1.8206,287.66,-286.12,-8.4494,307.3,2247.7
7.2821,1.0498,-2.4609,1.4476,310.85,-251.96,-68.092,307.31,2247.9
7.2828,1.5527,-2.6562,1.1483,312.82,-194.54,-124.75,307.32,2248.1
7.2835,1.792,-2.5635,0.80969,309.37,-123.26,-189.86,307.33,2248.3
7.2842,2.041,-2.2656,0.26499,299.5,-49.997,-254.97,307.32,2248.5
7.2849,2.3291,-1.8506,-0.41711,275.32,18.811,-299.7,307.3,2248.7
7.2856,2.5879,-1.4893,-1.0354,232.89,78.708,-315.11,307.29,2249
7.2863,2.666,-1.1914,-1.428,172.69,136.63,-315.11,307.28,2249.2
7.287,2.5,-0.81543,-1.6537,102.14,201.97,-311.63,307.27,2249.4
7.2877,2.1582,-0.22949,-1.904,27.631,264.34,-297.72,307.26,2249.6
7.2884,1.7188,0.49316,-2.1935,-38.979,304.44,-271.37,307.25,2249.8
7.2891,1.3477,1.0986,-2.4291,-94.734,313.35,-224.65,307.25,2250
7.2898,1.0107,1.4648,-2.4536,-155.42,309.88,-160.04,307.24,2250.2
7.2905,0.5957,1.6748,-2.2622,-221.05,303.94,-87.476,307.24,2250.5
7.2912,-0.039062,1.9531,-1.9236,-279.27,288.1,-15.905,307.24,2250.7
7.2919,-0.76172,2.2754,-1.536,-311.83,259.39,47.217,307.23,2250.9
7.2926,-1.333,2.5391,-1.2317,-316.77,209.89,104.37,307.23,2251.1
7.2933,-1.6455,2.5488,-0.92747,-314.3,142.07,166.5,307.23,2251.3
7.294,-1.8945,2.3291,-0.46619,-308.87,67.323,232.61,307.23,2251.5
7.2947,-2.207,1.9482,0.21592,-288.64,-3.9602,286.28,307.22,2251.7
7.2954,-2.4854,1.5576,0.8833,-250.65,-65.343,311.14,307.21,2252
7.2961,-2.6514,1.25,1.3544,-196.38,-123.75,310.64,307.2,2252.2
7.2968,-2.5488,0.89355,1.6292,-128.78,-187.61,308.15,307.2,2252.4
7.2975,-2.251,0.3418,1.8942,-52.301,-250.48,300.2,307.2,2252.6
7.2982,-1.8164,-0.39062,2.1984,17.269,-298.99,277.34,307.2,2252.8
7.2989,-1.3916,-1.0596,2.4487,73.024,-318.79,235.09,307.22,2253
7.2996,-1.04,-1.4893,2.5223,132.23,-314.34,176.44,307.23,2253.3
7.3003,-0.625,-1.7188,2.3457,199.34,-308.4,106.86,307.24,2253.5
7.301,-0.053711,-1.9629,2.0365,259.04,-298.99,31.809,307.24,2253.7
7.3017,0.69336,-2.2852,1.6243,299.5,-275.23,-35.786,307.24,2253.9
7.3024,1.2988,-2.5342,1.2661,314.79,-228.7,-89.961,307.24,2254.1
7.3031,1.6553,-2.6074,0.98635,312.33,-164.84,-150.6,307.23,2254.3
7.3038,1.8799,-2.4316,0.58396,305.42,-94.549,-219.68,307.23,2254.5
7.3045,2.168,-2.0996,-0.024536,290.62,-20.791,-276.84,307.23,2254.8
7.3052,2.4854,-1.6797,-0.74099,261.51,46.037,-308.15,307.23,2255
7.3059,2.6465,-1.3379,-1.2513,209.21,101.48,-315.61,307.24,2255.2
7.3066,2.6367,-1.0352,-1.5605,143.09,162.37,-315.61,307.23,2255.4
7.3073,2.3877,-0.55176,-1.8059,71.051,230.18,-306.66,307.24,2255.6
7.308,2.0117,0.12695,-2.115,-0.98682,284.64,-288.27,307.24,2255.8
7.3087,1.5674,0.88379,-2.434,-63.65,310.38,-254.47,307.25,2256
7.3094,1.1963,1.3867,-2.5616,-119.4,311.86,-199.31,307.27,2256.3
7.3101,0.80078,1.6553,-2.4438,-182.07,308.4,-129.72,307.28,2256.5
7.3108,0.25879,1.8896,-2.1543,-248.18,298.99,-57.157,307.29,2256.7
7.3115,-0.46875,2.2168,-1.7666,-296.54,278.2,11.929,307.31,2256.9
7.3122,-1.1816,2.5195,-1.3642,-316.27,241.57,70.08,307.32,2257.1
7.3129,-1.5918,2.6318,-1.0698,-316.27,182.66,128.73,307.32,2257.3
7.3136,-1.8213,2.5049,-0.71155,-312.82,110.88,194.83,307.32,2257.6
7.3143,-2.0801,2.1875,-0.14722,-301.47,37.126,257.95,307.32,2257.8
7.315,-2.4023,1.7676,0.58887,-274.83,-31.681,300.2,307.32,2258
7.3157,-2.6123,1.377,1.1875,-230.42,-90.094,311.63,307.32,2258.2
7.3164,-2.6367,1.0938,1.5016,-169.24,-148.51,310.64,307.32,2258.4
7.3171,-2.4414,0.68359,1.7372,-96.215,-213.85,307.16,307.33,2258.6
7.3178,-2.085,0.063477,2.012,-22.697,-274.74,291.25,307.34,2258.8
7.3185,-1.6406,-0.69824,2.3407,41.446,-311.37,261.43,307.35,2259.1
7.3192,-1.25,-1.2939,2.5321,98.682,-316.81,213.22,307.36,2259.3
7.3199,-0.91797,-1.5869,2.4929,160.36,-311.86,148.11,307.37,2259.5
7.3206,-0.4248,-1.8018,2.2377,225.49,-306.91,74.056,307.38,2259.7
7.3213,0.23438,-2.0947,1.8844,279.76,-290.58,1.4911,307.4,2259.9
7.322,0.99121,-2.4609,1.5065,310.35,-257.41,-58.649,307.42,2260.1
7.3227,1.4893,-2.6367,1.1826,313.81,-204.44,-114.81,307.43,2260.4
7.3234,1.748,-2.583,0.87349,308.87,-136.63,-179.92,307.45,2260.6
7.3241,1.9971,-2.3193,0.36313,301.47,-62.372,-245.53,307.47,2260.8
7.3248,2.3047,-1.9336,-0.31406,280.75,9.9004,-293.74,307.49,2261
7.3255,2.5879,-1.543,-0.98145,241.28,69.798,-314.61,307.49,2261.2
7.3262,2.6562,-1.2402,-1.3691,183.05,126.23,-316.11,307.49,2261.4
7.3269,2.5586,-0.90332,-1.6243,114.47,191.08,-312.63,307.48,2261.6
7.3276,2.2168,-0.33203,-1.8647,39.966,255.43,-300.2,307.47,2261.9
7.3283,1.8115,0.37109,-2.1592,-28.618,299.98,-276.34,307.47,2262.1
7.329,1.4111,1.0303,-2.4242,-86.84,313.35,-233.6,307.46,2262.3
7.3297,1.0791,1.3965,-2.4487,-145.06,309.39,-171.97,307.46,2262.5
7.3304,0.66895,1.6211,-2.277,-211.18,305.92,-99.404,307.45,2262.7
7.3311,0.053711,1.8848,-1.9482,-269.89,292.56,-26.839,307.45,2262.9
7.3318,-0.64453,2.2217,-1.5948,-308.87,265.33,37.277,307.45,2263.1
7.3325,-1.2354,2.4951,-1.2808,-318.74,218.3,93.44,307.44,2263.4
7.3332,-1.5576,2.5244,-0.99126,-314.3,154.45,157.06,307.44,2263.6
7.3339,-1.8213,2.334,-0.5447,-309.37,80.193,223.66,307.44,2263.8
7.3346,-2.1289,1.9824,0.10305,-294.07,5.9402,278.33,307.43,2264
7.3353,-2.4463,1.6113,0.78516,-259.53,-57.422,308.15,307.41,2264.2
7.336,-2.6025,1.2939,1.2661,-204.76,-111.87,313.12,307.4,2264.4
7.3367,-2.5488,0.9668,1.5605,-139.63,-176.23,309.64,307.39,2264.7
7.3374,-2.2998,0.44922,1.8304,-66.117,-243.55,300.7,307.39,2264.9
7.3381,-1.8848,-0.24902,2.1248,6.4143,-293.05,281.81,307.39,2265.1
7.3388,-1.4746,-0.94727,2.4193,66.61,-315.33,245.53,307.4,2265.3
7.3395,-1.0986,-1.4209,2.5125,121.38,-316.32,186.88,307.41,2265.5
7.3402,-0.72754,-1.6602,2.38,187,-311.86,116.8,307.41,2265.7
7.3409,-0.14648,-1.9141,2.0758,252.13,-300.48,43.738,307.39,2265.9
7.3416,0.55664,-2.2217,1.693,297.03,-278.7,-24.851,307.37,2266.2
7.3423,1.2256,-2.5244,1.3348,312.82,-238.6,-82.506,307.36,2266.4
7.343,1.6064,-2.5977,1.0305,311.83,-176.72,-140.66,307.36,2266.6
7.3437,1.8213,-2.4512,0.67229,307.89,-104.94,-207.26,307.35,2266.8
7.3444,2.1045,-2.1289,0.063794,294.07,-31.681,-268.89,307.34,2267
7.3451,2.4219,-1.7383,-0.62322,266.93,36.136,-306.66,307.34,2267.2
7.3458,2.6562,-1.4062,-1.1925,219.07,93.559,-315.61,307.34,2267.5
7.3465,2.6367,-1.0791,-1.5163,154.93,152.47,-315.11,307.34,2267.7
7.3472,2.4414,-0.6543,-1.7519,82.399,219.29,-309.15,307.34,2267.9
7.3479,2.0654,0.0048828,-2.0414,10.362,277.71,-291.25,307.35,2268.1
7.3486,1.626,0.74707,-2.3555,-53.781,308.4,-260.94,307.36,2268.3
7.3493,1.2354,1.3379,-2.5518,-110.52,311.37,-210.24,307.38,2268.5
7.35,0.87402,1.6211,-2.4781,-171.71,308.89,-141.15,307.38,2268.7
7.3507,0.39062,1.8408,-2.2328,-237.33,301.96,-67.098,307.39,2269
7.3514,-0.33691,2.1484,-1.8304,-290.62,282.16,0.49702,307.39,2269.2
7.3521,-1.0547,2.4658,-1.4329,-316.27,247.51,60.637,307.38,2269.4
7.3528,-1.5576,2.6562,-1.1287,-315.78,194.54,119.29,307.38,2269.6
7.3535,-1.8018,2.5537,-0.78516,-312.33,123.75,185.39,307.39,2269.8
7.3542,-2.0459,2.251,-0.24045,-305.91,47.522,247.52,307.39,2270
7.3549,-2.3486,1.8262,0.476,-281.24,-21.286,294.24,307.4,2270.2
7.3556,-2.6025,1.4551,1.0992,-237.33,-78.708,313.62,307.41,2270.5
7.3563,-2.6758,1.1475,1.4918,-179.11,-138.61,311.63,307.42,2270.7
7.357,-2.4854,0.75684,1.7077,-110.52,-205.93,306.17,307.44,2270.9
7.3577,-2.1338,0.15625,1.9678,-33.552,-265.83,295.73,307.45,2271.1
7.3584,-1.6846,-0.59082,2.277,34.045,-305.92,269.39,307.48,2271.3
7.3591,-1.3281,-1.2109,2.5223,88.32,-318.3,222.17,307.5,2271.5
7.3598,-0.97656,-1.5674,2.537,148.02,-314.83,158.05,307.51,2271.8
7.3605,-0.54688,-1.7725,2.3162,216.61,-307.41,86.979,307.51,2272
7.3612,0.1123,-2.0508,1.9678,273.35,-293.05,13.42,307.52,2272.2
7.3619,0.86914,-2.4023,1.5654,306.41,-265.33,-51.193,307.53,2272.4
7.3626,1.4307,-2.6465,1.2464,313.81,-214.34,-105.87,307.54,2272.6
7.3633,1.7334,-2.627,0.93237,310.35,-147.52,-168.49,307.54,2272.8
7.364,1.9531,-2.3779,0.46619,303.94,-74.253,-235.59,307.54,2273
7.3647,2.2803,-2.002,-0.22083,284.7,-1.9801,-288.27,307.54,2273.3
7.3654,2.5781,-1.6162,-0.89802,249.17,60.392,-314.12,307.55,2273.5
7.3661,2.71,-1.3135,-1.3446,193.42,117.32,-315.61,307.56,2273.7
7.3668,2.5879,-0.95703,-1.5948,126.31,180.19,-313.12,307.57,2273.9
7.3675,2.2852,-0.4248,-1.8304,51.314,246.02,-303.18,307.57,2274.1
7.3682,1.8604,0.30273,-2.1494,-19.243,294.04,-281.31,307.57,2274.3
7.3689,1.4648,0.97656,-2.4193,-77.958,312.85,-242.05,307.55,2274.6
7.3696,1.123,1.3818,-2.4781,-134.21,311.86,-181.91,307.55,2274.8
7.3703,0.71777,1.5869,-2.2966,-199.83,306.91,-111.83,307.54,2275
7.371,0.1709,1.8311,-2.0021,-262.49,294.04,-38.768,307.53,2275.2
7.3717,-0.57617,2.1973,-1.639,-304.43,270.78,28.33,307.52,2275.4
7.3724,-1.1914,2.4805,-1.3151,-317.26,228.7,85.488,307.52,2275.6
7.3731,-1.5186,2.5391,-1.0403,-315.29,164.84,145.13,307.51,2275.8
7.3738,-1.7383,2.3486,-0.64285,-311.34,91.579,212.73,307.51,2276.1
7.3745,-2.0605,2.0459,-0.019629,-296.54,18.316,271.87,307.5,2276.3
7.3752,-2.4219,1.6602,0.70664,-265.45,-47.027,305.67,307.5,2276.5
7.3759,-2.6074,1.3477,1.2121,-215.62,-103.95,312.13,307.5,2276.7
7.3766,-2.5732,1.0498,1.4918,-150.98,-165.34,310.14,307.48,2276.9
7.3773,-2.334,0.57129,1.747,-76.972,-232.16,303.68,307.47,2277.1
7.378,-1.9678,-0.11719,2.0807,-3.9473,-286.12,285.29,307.46,2277.4
7.3787,-1.543,-0.87402,2.4094,57.235,-314.83,252.49,307.45,2277.6
7.3794,-1.1719,-1.377,2.537,112.5,-316.81,197.32,307.45,2277.8
7.3801,-0.78613,-1.626,2.4045,176.64,-312.36,128.73,307.46,2278
7.3808,-0.24902,-1.8408,2.1052,242.26,-303.45,55.666,307.47,2278.2
7.3815,0.4541,-2.1729,1.7519,291.6,-282.66,-14.911,307.48,2278.4
7.3822,1.1572,-2.5146,1.3937,311.83,-247.51,-73.559,307.48,2278.6
7.3829,1.5674,-2.627,1.0992,312.33,-188.11,-131.21,307.48,2278.9
7.3836,1.7871,-2.4902,0.74099,309.37,-116.33,-195.83,307.48,2279.1
7.3843,2.0361,-2.1777,0.18647,298.02,-43.067,-260.44,307.48,2279.3
7.385,2.3828,-1.8115,-0.51035,271.37,24.751,-303.18,307.47,2279.5
7.3857,2.6465,-1.4746,-1.1139,226.97,83.658,-316.11,307.47,2279.7
7.3864,2.6758,-1.1768,-1.4525,168.25,143.06,-314.12,307.47,2279.9
7.3871,2.4902,-0.75684,-1.6979,94.241,207.91,-311.14,307.46,2280.2
7.3878,2.1387,-0.1416,-1.9727,19.243,268.3,-296.22,307.46,2280.4
7.3885,1.709,0.62012,-2.3113,-43.913,306.91,-266.9,307.46,2280.6
7.3892,1.2988,1.2549,-2.5321,-99.668,313.84,-217.7,307.47,2280.8
7.3899,0.9668,1.5674,-2.5125,-162.82,307.9,-154.08,307.48,2281
7.3906,0.47852,1.792,-2.2671,-227.95,302.95,-81.015,307.5,2281.2
7.3913,-0.18555,2.0752,-1.8991,-281.74,287.61,-7.9523,307.51,2281.4
7.392,-0.95215,2.4414,-1.5163,-313.31,255.43,52.684,307.51,2281.7
7.3927,-1.4893,2.6465,-1.1875,-318.25,202.46,107.85,307.51,2281.9
7.3934,-1.7529,2.6074,-0.87839,-313.81,134.65,173.96,307.5,2282.1
7.3941,-1.9922,2.3145,-0.36313,-305.91,61.877,240.06,307.49,2282.3
7.3948,-2.29,1.9238,0.32388,-286.67,-11.385,288.27,307.49,2282.5
7.3955,-2.6025,1.5283,1.0158,-247.69,-71.283,310.64,307.5,2282.7
7.3962,-2.6807,1.2061,1.4329,-188.98,-127.72,312.63,307.51,2282.9
7.3969,-2.5586,0.85938,1.6734,-120.39,-193.55,308.65,307.53,2283.2
7.3976,-2.2217,0.29785,1.9089,-47.367,-257.91,296.72,307.53,2283.4
7.3983,-1.8066,-0.41504,2.2132,23.19,-301.96,274.36,307.53,2283.6
7.399,-1.4062,-1.1182,2.5125,80.426,-317.31,231.61,307.53,2283.8
7.3997,-1.0596,-1.5088,2.5567,138.15,-314.83,168.99,307.55,2284
7.4004,-0.64941,-1.7285,2.3849,205.75,-309.39,97.913,307.55,2284.2
7.4011,-0.024414,-1.9824,2.0267,265.45,-296.52,25.845,307.55,2284.5
7.4018,0.70801,-2.3291,1.6537,303.45,-271.27,-41.253,307.55,2284.7
7.4025,1.3525,-2.6416,1.325,313.31,-224.74,-96.919,307.56,2284.9
7.4032,1.6846,-2.6855,1.0305,311.83,-157.91,-157.06,307.56,2285.1
7.4039,1.9189,-2.4707,0.58887,305.91,-85.638,-225.15,307.56,2285.3
7.4046,2.2119,-2.085,-0.073608,288.15,-13.861,-282.31,307.56,2285.5
7.4053,2.5391,-1.7041,-0.77534,256.08,51.482,-311.14,307.57,2285.7
7.406,2.7344,-1.3721,-1.3053,204.76,108.9,-314.61,307.59,2286
7.4067,2.666,-1.0449,-1.5801,137.17,169.3,-314.12,307.59,2286.2
7.4074,2.3877,-0.54199,-1.8157,62.169,235.13,-307.16,307.58,2286.4
7.4081,1.958,0.15625,-2.0954,-7.4011,289.59,-284.79,307.57,2286.6
7.4088,1.5576,0.87891,-2.4144,-68.09,312.85,-248.51,307.55,2286.8
7.4095,1.2061,1.3672,-2.5518,-125.82,310.87,-193.84,307.54,2287
7.4102,0.83496,1.5967,-2.4144,-189.47,307.41,-123.76,307.53,2287.3
7.4109,0.26367,1.8213,-2.0856,-252.62,298.5,-48.708,307.52,2287.5
7.4116,-0.43945,2.1338,-1.7077,-299.99,275.73,18.39,307.51,2287.7
7.4123,-1.1182,2.4756,-1.3838,-318.25,234.64,75.547,307.51,2287.9
7.413,-1.5283,2.6074,-1.1041,-315.78,176.72,134.69,307.52,2288.1
7.4137,-1.7383,2.4463,-0.73118,-311.34,105.44,202.78,307.52,2288.3
7.4144,-1.9971,2.0898,-0.11777,-299.99,29.701,262.43,307.53,2288.5
7.4151,-2.3389,1.709,0.57905,-272.85,-38.612,301.69,307.54,2288.8
