a,b,c,d,e,f,g,h,i
8.4245,3.0225,-2.5537,-0.41221,299.5,-59.897,-245.53,301.51,2549.9
8.4252,3.2812,-1.9434,-1.271,274.33,11.385,-290.76,301.51,2550.1
8.4259,3.3643,-1.333,-1.958,232.89,74.253,-311.14,301.52,2550.3
8.4266,3.2617,-0.83496,-2.3702,175.65,132.67,-314.12,301.52,2550.5
8.4273,2.9102,-0.21484,-2.6793,109.04,195.04,-311.14,301.52,2550.7
8.428,2.3633,0.54688,-2.8854,37.992,254.44,-297.72,301.51,2551
8.4287,1.7188,1.4111,-3.1259,-32.565,295.03,-268.89,301.51,2551.2
8.4294,1.0986,2.1045,-3.1995,-92.267,309.88,-225.15,301.5,2551.4
8.4301,0.5957,2.4756,-3.0621,-150.98,309.88,-165.01,301.49,2551.6
8.4308,-0.078125,2.7441,-2.6744,-212.66,304.93,-95.925,301.48,2551.8
8.4315,-0.87402,2.959,-2.1199,-268.41,287.61,-25.348,301.46,2552
8.4322,-1.7236,3.2031,-1.5261,-303.94,256.42,40.756,301.45,2552.2
8.4329,-2.3193,3.2666,-0.98635,-314.79,210.38,100.9,301.45,2552.4
8.4336,-2.6416,3.125,-0.52507,-313.81,148.51,161.53,301.45,2552.6
8.4343,-2.9346,2.6953,0.19138,-308.87,76.728,224.16,301.44,2552.9
8.435,-3.1592,2.1094,0.99126,-287.66,4.4552,275.35,301.43,2553.1
8.4357,-3.3643,1.5039,1.7911,-249.66,-60.392,304.18,301.42,2553.3
8.4364,-3.2861,0.92285,2.3064,-196.38,-120.29,310.64,301.41,2553.5
8.4371,-3.0176,0.40527,2.5763,-133.22,-181.18,308.65,301.4,2553.7
8.4378,-2.5049,-0.35156,2.8413,-62.663,-242.56,298.71,301.39,2553.9
8.4385,-1.8896,-1.167,3.0425,8.8813,-289.09,274.85,301.39,2554.1
8.4392,-1.2891,-1.9385,3.224,71.544,-311.86,235.59,301.38,2554.3
8.4399,-0.69336,-2.4414,3.1308,128.78,-314.83,179.42,301.38,2554.5
8.4406,-0.11719,-2.6855,2.8069,190.46,-310.87,112.33,301.38,2554.7
8.4413,0.69336,-2.9443,2.2819,249.66,-297.51,42.247,301.38,2555
8.442,1.4502,-3.1348,1.7175,292.1,-270.28,-26.839,301.38,2555.2
8.4427,2.1777,-3.3105,1.1826,309.37,-230.18,-87.476,301.37,2555.4
8.4434,2.6221,-3.1982,0.61831,310.35,-171.28,-147.62,301.37,2555.6
8.4441,2.8711,-2.8467,0.024536,307.39,-100.98,-210.24,301.38,2555.8
8.4448,3.1494,-2.29,-0.79988,292.1,-29.206,-265.91,301.38,2556
8.4455,3.3057,-1.6943,-1.536,258.05,38.117,-303.18,301.38,2556.2
8.4462,3.3838,-1.1621,-2.1592,208.71,98.509,-313.62,301.37,2556.4
8.4469,3.1299,-0.57617,-2.5223,150,160.39,-312.63,301.37,2556.6
8.4476,2.71,0.078125,-2.7677,79.439,221.77,-307.66,301.38,2556.9
8.4483,2.0801,0.95215,-3.0179,5.4275,273.25,-288.77,301.38,2557.1
8.449,1.4648,1.6943,-3.1553,-58.222,304.93,-252.49,301.38,2557.3
8.4497,0.91309,2.2852,-3.1995,-114.47,312.36,-200.3,301.38,2557.5
8.4504,0.29297,2.6318,-2.9247,-177.13,307.9,-137.18,301.38,2557.7
8.4511,-0.39062,2.8516,-2.4732,-239.3,298.5,-67.595,301.39,2557.9
8.4518,-1.2695,3.1055,-1.8746,-285.19,277.21,4.4732,301.4,2558.1
8.4525,-1.9629,3.2275,-1.3004,-310.35,240.58,67.595,301.4,2558.3
8.4532,-2.4902,3.252,-0.80479,-315.78,185.14,123.76,301.39,2558.5
8.4539,-2.8027,2.9541,-0.19629,-312.82,117.81,187.87,301.4,2558.8
8.4546,-3.0518,2.4561,0.53979,-300.98,47.522,249.5,301.41,2559
8.4553,-3.291,1.8164,1.4084,-274.33,-24.256,290.26,301.41,2559.2
8.456,-3.335,1.2549,2.0169,-229.93,-87.123,308.15,301.41,2559.4
8.4567,-3.2324,0.75684,2.4291,-171.21,-145.04,310.64,301.41,2559.6
8.4574,-2.8125,0.078125,2.7088,-103.62,-206.92,306.66,301.41,2559.8
8.4581,-2.251,-0.70312,2.9345,-32.565,-264.84,289.76,301.42,2560
8.4588,-1.582,-1.582,3.1553,36.512,-301.96,260.44,301.43,2560.2
8.4595,-1.0107,-2.1729,3.1848,95.721,-313.84,214.22,301.44,2560.4
8.4602,-0.49316,-2.5537,3.0425,153.94,-313.35,152.09,301.46,2560.7
8.4609,0.21973,-2.8125,2.6106,216.61,-307.41,83.5,301.47,2560.9
8.4616,1.0156,-3.042,2.0561,270.39,-287.61,12.923,301.47,2561.1
8.4623,1.8652,-3.2617,1.4329,302.46,-255.93,-53.181,301.49,2561.3
8.463,2.3877,-3.2666,0.92256,309.86,-207.41,-112.82,301.5,2561.5
8.4637,2.7344,-3.1006,0.41711,310.35,-141.08,-173.46,301.51,2561.7
8.4644,2.9932,-2.627,-0.31406,303.45,-70.293,-235.59,301.52,2561.9
8.4651,3.2324,-2.0508,-1.1188,278.28,-0.99004,-285.29,301.52,2562.1
8.4658,3.3984,-1.4307,-1.904,239.3,64.353,-310.14,301.52,2562.3
8.4665,3.2764,-0.88867,-2.3309,186.51,125.24,-313.12,301.53,2562.6
8.4672,2.9883,-0.33203,-2.6254,120.39,185.63,-311.63,301.54,2562.8
8.4679,2.4512,0.42969,-2.8609,47.367,244.04,-302.19,301.54,2563
8.4686,1.8408,1.25,-3.0817,-22.203,290.58,-274.85,301.53,2563.2
8.4693,1.2012,2.0312,-3.224,-81.412,310.87,-231.61,301.54,2563.4
8.47,0.64453,2.4463,-3.0866,-142.1,309.88,-175.95,301.53,2563.6
8.4707,0.029297,2.7051,-2.7431,-204.27,304.93,-108.85,301.51,2563.8
8.4714,-0.7666,2.9395,-2.1984,-259.04,292.06,-35.786,301.51,2564
8.4721,-1.5576,3.1494,-1.6341,-299.01,263.85,32.803,301.51,2564.2
8.4728,-2.2607,3.2959,-1.0796,-315.29,218.3,89.961,301.51,2564.5
8.4735,-2.6074,3.1445,-0.57905,-315.29,158.41,150.6,301.5,2564.7
8.4742,-2.8857,2.7686,0.068701,-308.38,89.104,215.71,301.5,2564.9
8.4749,-3.1348,2.1875,0.89312,-292.1,15.841,268.89,301.48,2565.1
8.4756,-3.3252,1.6016,1.6488,-258.05,-51.977,300.7,301.48,2565.3
8.4763,-3.3398,1.0156,2.2524,-206.24,-110.39,310.14,301.47,2565.5
8.477,-3.0566,0.4834,2.5419,-143.09,-170.29,309.64,301.45,2565.7
8.4777,-2.6025,-0.20996,2.7971,-74.011,-233.15,301.2,301.45,2565.9
8.4784,-1.9678,-1.0596,3.0081,-1.9736,-283.65,279.33,301.43,2566.1
8.4791,-1.377,-1.8066,3.1799,62.169,-309.88,243.04,301.43,2566.4
8.4798,-0.78125,-2.3877,3.1652,119.4,-314.34,188.87,301.43,2566.6
8.4805,-0.20508,-2.6562,2.8658,180.59,-311.37,124.26,301.43,2566.8
8.4812,0.55176,-2.9004,2.38,241.28,-301.47,53.678,301.42,2567
8.4819,1.3672,-3.1152,1.7911,285.68,-276.22,-16.899,301.41,2567.2
8.4826,2.0557,-3.2715,1.2612,308.38,-237.11,-78.032,301.4,2567.4
8.4833,2.5732,-3.2422,0.71155,311.83,-180.19,-136.68,301.41,2567.6
8.484,2.8271,-2.9053,0.12759,307.89,-112.86,-200.3,301.41,2567.8
8.4847,3.1006,-2.3877,-0.66248,294.07,-41.582,-259.45,301.41,2568
8.4854,3.2861,-1.7578,-1.4574,264.96,29.206,-298.21,301.41,2568.3
8.4861,3.3594,-1.2354,-2.061,219.07,90.589,-312.13,301.41,2568.5
8.4868,3.2031,-0.67871,-2.4781,158.88,149,-314.61,301.43,2568.7
8.4875,2.7783,-0.03418,-2.7186,90.787,210.88,-309.64,301.44,2568.9
8.4882,2.1924,0.7959,-2.9689,18.75,267.31,-291.25,301.44,2569.1
8.4889,1.5283,1.6113,-3.1308,-48.354,301.96,-259.45,301.45,2569.3
8.4896,0.99609,2.1924,-3.1799,-107.07,310.87,-210.74,301.45,2569.5
8.4903,0.39551,2.583,-2.9787,-167.27,308.4,-147.62,301.46,2569.7
8.491,-0.27344,2.8076,-2.5469,-228.94,301.96,-77.535,301.47,2569.9
8.4917,-1.1182,3.0615,-1.9825,-278.78,281.17,-6.9583,301.48,2570.2
8.4924,-1.8896,3.2227,-1.3691,-308.87,246.52,56.66,301.48,2570.4
8.4931,-2.4072,3.2471,-0.89312,-316.27,195.04,115.31,301.48,2570.6
8.4938,-2.7588,3.0273,-0.31406,-313.31,129.7,177.93,301.49,2570.8
8.4945,-2.9932,2.5439,0.40239,-304.43,58.907,240.56,301.49,2571
8.4952,-3.2617,1.9238,1.271,-279.27,-13.861,285.79,301.49,2571.2
8.4959,-3.3496,1.3281,1.958,-239.3,-76.728,306.66,301.49,2571.4
8.4966,-3.252,0.8252,2.3702,-181.57,-135.14,310.14,301.49,2571.6
8.4973,-2.8955,0.19531,2.6793,-113.98,-196.52,308.15,301.5,2571.8
8.498,-2.3486,-0.56152,2.8904,-43.42,-256.92,293.74,301.51,2572.1
8.4987,-1.7041,-1.4307,3.1357,25.164,-298.99,264.91,301.51,2572.3
8.4994,-1.0889,-2.1191,3.2044,86.346,-312.85,223.16,301.51,2572.5
8.5001,-0.57617,-2.5,3.0719,145.06,-312.85,163.52,301.51,2572.7
8.5008,0.10742,-2.7832,2.6892,206.24,-309.39,93.937,301.53,2572.9
8.5015,0.88379,-2.9932,2.1396,262,-293.05,22.863,301.54,2573.1
8.5022,1.7383,-3.2324,1.5409,299.99,-260.38,-42.247,301.55,2573.3
8.5029,2.3438,-3.2959,0.99126,311.34,-215.33,-102.39,301.54,2573.5
8.5036,2.6855,-3.1445,0.51035,308.87,-153.95,-165.01,301.54,2573.7
8.5043,2.9688,-2.7246,-0.19629,304.43,-83.163,-226.64,301.55,2574
8.505,3.1885,-2.1436,-0.97654,285.19,-9.4054,-277.34,301.56,2574.2
8.5057,3.3887,-1.543,-1.7813,246.7,54.947,-307.66,301.57,2574.4
8.5064,3.3154,-0.94238,-2.3015,193.42,113.85,-314.61,301.56,2574.6
8.5071,3.0469,-0.4248,-2.5861,131.74,176.23,-312.13,301.56,2574.8
8.5078,2.5391,0.31738,-2.8413,61.676,237.11,-303.18,301.56,2575
8.5085,1.9238,1.1182,-3.0327,-12.335,284.14,-280.32,301.57,2575.2
8.5092,1.3086,1.9092,-3.2191,-73.518,307.9,-240.56,301.57,2575.4
8.5099,0.71289,2.417,-3.1259,-130.75,311.37,-184.39,301.56,2575.6
8.5106,0.13672,2.6611,-2.8069,-193.91,306.91,-118.79,301.55,2575.9
8.5113,-0.66406,2.915,-2.2868,-252.62,294.54,-48.708,301.54,2576.1
8.512,-1.4209,3.1055,-1.7224,-294.56,269.29,21.869,301.54,2576.3
8.5127,-2.1533,3.291,-1.1777,-313.81,227.21,81.512,301.53,2576.5
8.5134,-2.5928,3.1836,-0.63303,-315.78,168.31,140.16,301.52,2576.7
8.5141,-2.8369,2.8369,-0.053979,-310.35,100.49,205.77,301.5,2576.9
8.5148,-3.1152,2.2803,0.77534,-295.55,28.216,262.43,301.49,2577.1
8.5155,-3.2715,1.6748,1.5261,-264.96,-42.077,296.72,301.48,2577.3
8.5162,-3.3594,1.1279,2.1641,-215.62,-100.98,309.64,301.46,2577.5
8.5169,-3.1104,0.55664,2.5174,-153.45,-159.89,310.64,301.46,2577.8
8.5176,-2.6953,-0.083008,2.748,-85.36,-223.75,303.18,301.44,2578
8.5183,-2.0654,-0.94727,2.9983,-14.309,-277.21,282.81,301.43,2578.2
8.519,-1.4404,-1.6992,3.1406,53.781,-306.91,250.5,301.43,2578.4
8.5197,-0.89355,-2.2949,3.1897,111.02,-314.34,199.8,301.43,2578.6
8.5204,-0.28809,-2.6367,2.9198,169.73,-313.35,133.7,301.42,2578.8
8.5211,0.39062,-2.8516,2.4781,231.9,-304.44,64.613,301.41,2579
8.5218,1.2695,-3.1104,1.8844,282.23,-279.69,-4.9702,301.4,2579.2
8.5225,1.958,-3.2324,1.3102,306.41,-244.04,-69.086,301.39,2579.4
8.5232,2.5,-3.2666,0.80969,309.86,-192.56,-128.73,301.38,2579.7
8.5239,2.8027,-2.9688,0.22083,308.38,-123.75,-190.36,301.39,2579.9
8.5246,3.0469,-2.4902,-0.50544,299.5,-51.482,-249.5,301.38,2580.1
8.5253,3.291,-1.8555,-1.3642,269.89,17.821,-294.24,301.38,2580.3
8.526,3.3447,-1.2988,-1.9776,225.98,79.698,-313.12,301.38,2580.5
8.5267,3.2471,-0.78613,-2.4144,170.23,140.59,-313.62,301.38,2580.7
8.5274,2.8516,-0.1416,-2.6892,102.63,201.97,-309.64,301.39,2580.9
8.5281,2.3047,0.63477,-2.9198,29.111,258.4,-296.22,301.39,2581.1
8.5288,1.6357,1.5088,-3.1406,-38.979,297.51,-265.91,301.39,2581.3
8.5295,1.0596,2.124,-3.175,-97.201,311.86,-218.69,301.41,2581.5
8.5302,0.52246,2.5195,-3.0376,-156.9,309.88,-157.56,301.42,2581.8
8.5309,-0.16602,2.7734,-2.6205,-219.57,303.45,-90.955,301.43,2582
8.5316,-0.96191,3.0078,-2.0807,-272.36,285.13,-18.39,301.44,2582.2
8.5323,-1.8066,3.2275,-1.4624,-305.91,253.45,47.714,301.44,2582.4
8.533,-2.3438,3.2471,-0.94709,-315.78,204.44,105.87,301.45,2582.6
8.5337,-2.7002,3.0908,-0.44165,-314.3,140.59,167.99,301.45,2582.8
8.5344,-2.9639,2.627,0.27971,-306.9,69.303,231.11,301.46,2583
8.5351,-3.208,2.0508,1.0894,-284.7,-1.9801,279.82,301.47,2583.2
8.5358,-3.3789,1.4209,1.8893,-245.72,-66.828,306.17,301.47,2583.4
8.5365,-3.2715,0.88867,2.3211,-190.46,-126.23,310.64,301.48,2583.7
8.5372,-2.9834,0.32715,2.6303,-126.31,-187.61,308.15,301.48,2583.9
8.5379,-2.4463,-0.44434,2.8658,-54.768,-248,297.22,301.49,2584.1
8.5386,-1.8311,-1.2598,3.0916,15.789,-292.06,271.37,301.49,2584.3
8.5393,-1.1963,-2.0459,3.2388,76.478,-313.35,230.62,301.49,2584.5
8.54,-0.64453,-2.4658,3.1063,134.7,-314.34,172.96,301.5,2584.7
8.5407,-0.019531,-2.7344,2.7628,197.36,-309.39,105.87,301.5,2584.9
8.5414,0.78125,-2.9688,2.2181,255.59,-295.53,34.294,301.51,2585.1
8.5421,1.5723,-3.1787,1.6488,294.56,-268.3,-33.797,301.52,2585.3
8.5428,2.2803,-3.3301,1.0894,309.86,-224.24,-93.44,301.52,2585.6
8.5435,2.6416,-3.1787,0.58887,310.85,-163.36,-153.08,301.53,2585.8
8.5442,2.9199,-2.8027,-0.068701,305.91,-93.559,-217.2,301.53,2586
8.5449,3.1641,-2.2266,-0.87349,288.64,-21.781,-271.87,301.53,2586.2
8.5456,3.3545,-1.6553,-1.6341,254.6,45.047,-304.67,301.53,2586.4
8.5463,3.374,-1.0596,-2.2475,203.28,104.94,-313.62,301.53,2586.6
8.547,3.1006,-0.5127,-2.5469,142.59,165.83,-313.12,301.54,2586.8
8.5477,2.6465,0.18066,-2.8069,72.038,227.71,-305.67,301.55,2587
8.5484,2.0117,1.0156,-3.0179,-0.49341,277.71,-284.79,301.56,2587.2
8.5491,1.416,1.7773,-3.1897,-65.13,305.92,-248.01,301.56,2587.5
8.5498,0.81543,2.3682,-3.175,-121.38,311.86,-194.34,301.56,2587.7
8.5505,0.24414,2.6367,-2.8805,-183.05,307.9,-129.72,301.56,2587.9
8.5512,-0.5127,2.8809,-2.3898,-244.73,297.01,-60.637,301.57,2588.1
8.5519,-1.3232,3.0908,-1.8059,-289.63,273.75,10.934,301.57,2588.3
8.5526,-2.0215,3.252,-1.271,-311.34,236.12,73.559,301.56,2588.5
8.5533,-2.5537,3.2324,-0.72627,-315.78,178.7,130.72,301.55,2588.7
8.554,-2.8125,2.9053,-0.15212,-312.82,110.39,193.34,301.55,2588.9
8.5547,-3.0811,2.3877,0.63303,-298.51,40.097,254.97,301.54,2589.1
8.5554,-3.2568,1.7578,1.4378,-269.4,-30.196,293.74,301.54,2589.4
8.5561,-3.3496,1.2305,2.0561,-224.99,-93.559,307.66,301.52,2589.6
8.5568,-3.1885,0.66895,2.4781,-165.29,-151.48,309.64,301.51,2589.8
8.5575,-2.7637,0.029297,2.7137,-94.734,-212.36,306.66,301.5,2590
8.5582,-2.1826,-0.79102,2.964,-24.67,-269.29,287.78,301.5,2590.2
8.5589,-1.5234,-1.6064,3.121,41.446,-305.92,255.47,301.5,2590.4
8.5596,-0.98633,-2.2021,3.1897,101.64,-314.83,208.25,301.48,2590.6
8.5603,-0.40039,-2.5928,2.9934,161.34,-311.86,147.12,301.46,2590.8
8.561,0.25879,-2.8125,2.5665,222.53,-306.42,75.547,301.45,2591
8.5617,1.1182,-3.0762,1.9972,273.35,-286.12,3.9762,301.44,2591.3
8.5624,1.8799,-3.2227,1.3838,305.42,-251.47,-58.649,301.43,2591.5
8.5631,2.417,-3.2666,0.89802,311.83,-200.48,-117.79,301.43,2591.7
8.5638,2.7637,-3.0518,0.33369,308.38,-136.13,-181.41,301.42,2591.9
8.5645,3.0029,-2.5781,-0.36804,300.98,-63.858,-242.05,301.41,2592.1
8.5652,3.2617,-1.9775,-1.2219,276.8,7.9203,-287.78,301.4,2592.3
8.5659,3.3545,-1.3672,-1.9138,234.86,70.293,-311.14,301.4,2592.5
8.5666,3.2764,-0.87891,-2.3457,178.61,130.19,-314.12,301.4,2592.7
8.5673,2.9346,-0.25391,-2.6548,113.98,192.56,-311.14,301.4,2592.9
8.568,2.4023,0.49316,-2.8707,40.953,250.97,-299.21,301.4,2593.2
8.5687,1.748,1.3721,-3.1161,-29.604,293.05,-271.87,301.41,2593.4
8.5694,1.1328,2.0557,-3.1848,-87.827,311.37,-227.14,301.41,2593.6
8.5701,0.62988,2.4512,-3.0719,-147.04,310.38,-168.49,301.42,2593.8
8.5708,-0.048828,2.7344,-2.699,-210.69,303.94,-101.89,301.41,2594
8.5715,-0.81543,2.9492,-2.1592,-264.96,289.59,-29.324,301.41,2594.2
8.5722,-1.6846,3.1982,-1.5605,-300.98,260.38,38.768,301.42,2594.4
8.5729,-2.2852,3.2617,-1.0158,-315.78,212.86,96.422,301.43,2594.6
8.5736,-2.6367,3.1348,-0.54961,-315.29,150.49,157.06,301.44,2594.8
8.5743,-2.9248,2.7246,0.15703,-307.89,82.668,222.17,301.44,2595.1
8.575,-3.1592,2.1484,0.952,-288.64,8.9104,274.36,301.44,2595.3
8.5757,-3.374,1.5381,1.7666,-254.6,-58.907,301.69,301.45,2595.5
8.5764,-3.3008,0.96191,2.2819,-200.32,-117.32,310.14,301.46,2595.7
8.5771,-3.0469,0.43457,2.5714,-134.7,-176.23,310.14,301.47,2595.9
8.5778,-2.5391,-0.3125,2.8364,-66.61,-239.09,299.7,301.47,2596.1
8.5785,-1.9336,-1.1279,3.0376,3.9473,-288.6,275.35,301.48,2596.3
8.5792,-1.3184,-1.9189,3.2388,68.584,-310.87,238.57,301.48,2596.5
8.5799,-0.71777,-2.4316,3.1504,126.81,-313.35,183.9,301.48,2596.7
8.5806,-0.14648,-2.6904,2.8364,186.51,-311.37,116.3,301.49,2597
8.5813,0.66406,-2.9492,2.3162,246.21,-299.98,45.229,301.5,2597.2
8.582,1.4209,-3.1348,1.7519,290.62,-272.26,-22.863,301.51,2597.4
8.5827,2.1729,-3.3252,1.2023,309.37,-231.67,-83.5,301.51,2597.6
8.5834,2.6123,-3.2227,0.65266,310.85,-174.74,-144.14,301.5,2597.8
8.5841,2.8711,-2.8809,0.058887,307.39,-105.44,-207.75,301.5,2598
8.5848,3.1494,-2.3242,-0.76553,293.08,-32.671,-263.92,301.5,2598.2
8.5855,3.3105,-1.7285,-1.5114,260.52,35.641,-301.2,301.49,2598.4
8.5862,3.4033,-1.1719,-2.1641,212.17,95.539,-313.62,301.51,2598.6
8.5869,3.1543,-0.5957,-2.5223,152.46,155.44,-313.62,301.52,2598.9
8.5876,2.7441,0.043945,-2.7677,82.893,218.3,-307.66,301.53,2599.1
8.5883,2.1143,0.9082,-3.013,10.855,272.26,-288.77,301.53,2599.3
8.589,1.4941,1.6699,-3.1504,-55.755,303.94,-254.47,301.53,2599.5
8.5897,0.92285,2.2803,-3.2044,-113.48,310.87,-204.28,301.53,2599.7
8.5904,0.31738,2.6221,-2.9394,-173.68,308.4,-140.66,301.54,2599.9
8.5911,-0.35645,2.8418,-2.4978,-234.86,300.97,-70.08,301.54,2600.1
8.5918,-1.2305,3.0908,-1.904,-283.71,278.2,0,301.54,2600.3
8.5925,-1.9189,3.2178,-1.3348,-310.85,241.57,63.619,301.53,2600.5
8.5932,-2.4805,3.2617,-0.82932,-315.29,189.59,121.77,301.53,2600.8
8.5939,-2.7881,2.9736,-0.23555,-312.33,122.76,185.39,301.53,2601
8.5946,-3.0322,2.4854,0.48582,-302.95,50.492,245.53,301.53,2601.2
8.5953,-3.2715,1.8555,1.3495,-276.31,-20.791,288.77,301.52,2601.4
8.596,-3.335,1.2988,1.9678,-232.4,-82.668,308.65,301.51,2601.6
8.5967,-3.2471,0.78125,2.4193,-174.17,-141.58,310.14,301.5,2601.8
8.5974,-2.8418,0.13672,2.6892,-107.56,-203.95,306.17,301.5,2602
8.5981,-2.2949,-0.63965,2.9198,-36.019,-261.87,291.25,301.49,2602.2
8.5988,-1.6211,-1.5186,3.1308,33.058,-300.97,261.93,301.49,2602.4
8.5995,-1.0498,-2.1289,3.1799,92.761,-314.34,216.7,301.48,2602.7
8.6002,-0.51758,-2.5391,3.0572,151.97,-313.35,156.06,301.47,2602.9
8.6009,0.16113,-2.7881,2.645,213.15,-308.4,86.979,301.47,2603.1
8.6016,0.95215,-3.0176,2.1052,266.93,-289.59,15.408,301.46,2603.3
8.6023,1.8066,-3.2373,1.4771,301.97,-257.91,-49.205,301.44,2603.5
8.603,2.3438,-3.2666,0.96182,311.34,-209.89,-108.35,301.42,2603.7
8.6037,2.7148,-3.125,0.46128,308.87,-146.53,-170.98,301.41,2603.9
8.6044,2.9688,-2.666,-0.25027,302.95,-75.243,-234.1,301.41,2604.1
8.6051,3.2178,-2.0898,-1.0649,282.23,-2.9701,-281.31,301.4,2604.3
8.6058,3.3838,-1.46,-1.85,242.76,60.887,-308.65,301.4,2604.6
8.6065,3.291,-0.94238,-2.2966,187,119.79,-315.11,301.39,2604.8
8.6072,3.0225,-0.38086,-2.6106,123.85,182.17,-312.13,301.39,2605
8.6079,2.4951,0.36621,-2.8413,54.275,243.55,-300.7,301.4,2605.2
8.6086,1.8799,1.2012,-3.0719,-19.243,287.61,-276.84,301.4,2605.4
8.6093,1.2354,1.9873,-3.2191,-81.412,308.4,-237.08,301.4,2605.6
8.61,0.69336,2.4121,-3.1014,-136.67,311.86,-177.44,301.4,2605.8
8.6107,0.073242,2.6953,-2.7677,-199.34,306.91,-110.84,301.4,2606
8.6114,-0.71289,2.9248,-2.2377,-259.04,291.57,-41.75,301.41,2606.2
8.6121,-1.5234,3.1494,-1.6635,-298.51,264.34,27.833,301.42,2606.5
8.6128,-2.2266,3.2959,-1.1139,-312.82,223.75,88.47,301.42,2606.7
8.6135,-2.5879,3.1641,-0.62322,-315.29,162.37,147.12,301.42,2606.9
8.6142,-2.8809,2.8027,0.024536,-311.83,91.084,210.74,301.42,2607.1
8.6149,-3.125,2.2314,0.82932,-293.08,20.296,267.4,301.44,2607.3
8.6156,-3.3301,1.6504,1.6096,-259.04,-47.522,300.7,301.45,2607.5
8.6163,-3.3545,1.0596,2.2279,-210.19,-107.91,309.15,301.45,2607.7
8.617,-3.0908,0.51758,2.5272,-148.02,-168.31,309.15,301.46,2607.9
8.6177,-2.6416,-0.17578,2.7922,-77.465,-228.7,303.18,301.46,2608.1
8.6184,-2.0166,-1.0059,3.013,-5.9209,-281.17,280.82,301.47,2608.4
8.6191,-1.4258,-1.7773,3.1995,58.716,-309.88,244.53,301.47,2608.6
8.6198,-0.82031,-2.373,3.1897,116.94,-314.34,192.84,301.48,2608.8
8.6205,-0.24414,-2.6562,2.8953,177.63,-311.37,128.23,301.49,2609
8.6212,0.51758,-2.9053,2.4144,237.33,-302.95,57.157,301.5,2609.2
8.6219,1.3184,-3.1152,1.8353,285.19,-277.71,-12.923,301.5,2609.4
8.6226,2.0312,-3.291,1.3004,308.38,-239.59,-74.056,301.49,2609.6
8.6233,2.5684,-3.2666,0.7459,310.35,-185.14,-134.69,301.5,2609.8
8.624,2.832,-2.9443,0.16194,307.89,-116.33,-197.81,301.5,2610
8.6247,3.1104,-2.4316,-0.62322,297.03,-44.057,-255.47,301.5,2610.2
8.6254,3.291,-1.8066,-1.4133,266.93,25.741,-296.22,301.51,2610.5
8.6261,3.3887,-1.2695,-2.0463,220.06,85.638,-314.12,301.51,2610.7
8.6268,3.2275,-0.70312,-2.4781,163.32,146.53,-313.62,301.51,2610.9
8.6275,2.8174,-0.068359,-2.7235,95.228,209.89,-308.15,301.52,2611.1
8.6282,2.2363,0.76172,-2.9836,21.217,263.35,-293.24,301.52,2611.3
8.6289,1.5674,1.5723,-3.1357,-46.38,299.49,-262.43,301.52,2611.5
8.6296,1.0254,2.1826,-3.2044,-102.63,312.36,-212.73,301.54,2611.7
8.6303,0.41992,2.583,-3.0081,-162.82,309.88,-150.6,301.54,2611.9
8.631,-0.23438,2.8076,-2.5861,-227.46,300.97,-83.003,301.54,2612.1
8.6317,-1.0938,3.0615,-2.012,-277.3,282.16,-10.934,301.53,2612.4
8.6324,-1.8457,3.208,-1.3986,-306.41,250.48,55.169,301.53,2612.6
8.6331,-2.3975,3.2617,-0.91274,-315.78,198.5,112.33,301.54,2612.8
8.6338,-2.7539,3.0518,-0.34841,-314.3,132.67,173.96,301.53,2613
8.6345,-2.9834,2.5781,0.35332,-304.93,62.372,237.58,301.52,2613.2
8.6352,-3.2471,1.9629,1.2219,-280.26,-8.9104,284.3,301.51,2613.4
8.6359,-3.335,1.3623,1.904,-241.28,-73.758,306.66,301.51,2613.6
8.6366,-3.2666,0.86426,2.3506,-185.03,-132.67,310.14,301.51,2613.8
8.6373,-2.915,0.23438,2.6597,-117.92,-193.55,307.66,301.5,2614
8.638,-2.3926,-0.50293,2.8756,-46.874,-253.45,295.23,301.5,2614.3
8.6387,-1.7383,-1.3818,3.1161,22.697,-296.52,267.4,301.5,2614.5
8.6394,-1.123,-2.0703,3.1897,82.893,-313.84,225.15,301.49,2614.7
8.6401,-0.625,-2.4707,3.0965,141.11,-313.84,166.5,301.49,2614.9
8.6408,0.043945,-2.7539,2.7186,203.78,-308.89,98.907,301.48,2615.1
8.6415,0.82031,-2.9688,2.1837,260.52,-293.55,26.839,301.46,2615.3
8.6422,1.6943,-3.2178,1.5703,297.53,-264.34,-40.756,301.44,2615.5
8.6429,2.2998,-3.2812,1.0256,310.85,-218.8,-99.404,301.43,2615.7
8.6436,2.6514,-3.1738,0.57905,310.85,-156.92,-159.54,301.43,2615.9
8.6443,2.9395,-2.7588,-0.12268,304.93,-87.123,-223.66,301.42,2616.2
8.645,3.1689,-2.1826,-0.92256,285.19,-14.851,-276.84,301.42,2616.4
8.6457,3.3838,-1.5723,-1.747,249.66,52.472,-306.66,301.41,2616.6
8.6464,3.3203,-1.0059,-2.2573,198.35,112.37,-313.62,301.41,2616.8
8.6471,3.0859,-0.49316,-2.5567,134.7,172.27,-313.12,301.42,2617
8.6478,2.583,0.25391,-2.8167,63.65,233.15,-304.67,301.42,2617.2
8.6485,1.9775,1.0645,-3.0278,-7.8945,283.15,-281.31,301.42,2617.4
